class_name,class_id,recurring,credit_hours,prereqs,requirement_designation,campus,class_desc,,
Business and Society,OAM332,fall,3,,,EM,"This course surveys the complex and evolving relationship between corporations and society. This course adopts a broad theoretical perspective on the challenges and opportunities that corporations confront in their interactions with society, such as struggles to maintain legitimacy, acquire resources, build partnerships, and solve complex global problems.",,
Strategies for Entertainment and Media,OAM335,spring,3,,,EM,"The course examines the main economic features common to entertainment, cultural and media industries, and how those features pose strategic and organizational challenges for managers. The course focuses on thinking strategically about the nature of cultural and media products, what drives their supply and demand, the factors that affect their value and how firms can manage them.",,
Study Abroad O&M Elective (General Elective),OAM400,,6,,,EM,Study Abroad O&M Elective (General Elective),,
Study Abroad O&M Elective (Global),OAM401,,6,,,EM,Study Abroad O&M Elective (Global),,
Study Abroad O&M Elective (Related),OAM409,,6,,,EM,Study Abroad O&M Elective (Related),,
Philanthropy Lab: Addressing Inequality in Atlanta,OAM421,fall,3,,,EM,"Atlanta had the highest level of income disparity among U.S. cities in 2018. This experiential learning course introduces students to the role of philanthropy, both individual and corporate, play in solving public problems, particularly income inequality in Atlanta. Topics covered include the history and theory of philanthropic giving in the U.S. as well as leading strategic and equitable philanthropic management approaches. During the course, students form their own ¿mini-foundations¿ that identify and make grants totaling $50-$85K to local nonprofits.",,
Competitive Advantage,OAM430,fall,3,OAM330 or OAM331,,EM,"This course focuses on analyzing competitors and building corporate advantage. Students will learn how to assess a firm and corporate strategy from an analyst's perspective. Accordingly, we explore how firms can create and maintain a strong competitive position across their lines of business -- analyzing competitors across and within their businesses. We then examine how firms enter new businesses through M&A, alliances, and internal development. Finally, we examine strategy analysis and formulation in uncertain and turbulent environments.",,
Social Enterp & Impact Invest,OAM431,spring,3,OAM330 or OAM331,,EM,"Social enterprises are mission-driven organizations that trade in goods or services for some defined social purpose. At times, the profits from a business are used to support a specific social goal. Other times, the organization itself accomplishes a defined social aim through its own operations. This class discusses the evolving role played by the social enterprise in the context of changes in both the private and government sectors.",,
Negotiations,OAM432,fall/spring,3,,,EM,"Offers students an opportunity to develop negotiation skills for a global business environment. Students learn to manage conflicts with competence, fairness, and sensitivity. The course relies heavily on simulations to promote learning by doing. It provides a low-risk setting with individual feedback to help students evolve an effective negotiating style that feels natural.",,
Leading and Managing Change,OAM433,fall,3,OAM330 or OAM331,,EM,"Addresses the forces that drive organizational change; examines obstacles to organizational change as well as those strategies for making change more effective. The emphasis is on planning, managing, evaluating, and surviving organizational change, with application to emerging business issues, including: knowledge management, ""learning organizations,"" network management and organizational implications of new technologies and the internet.",,
Entrepreneurship,OAM436,fall,3,OAM330 or OAM331,,EM,"This course is designed to endow you with an entrepreneurial perspective, enhance your ability to use functional knowledge in an applied setting, and familiarize you with the skills and resources necessary for starting a new venture. By the end of the class you will be able to:  -Identify trends and opportunities in the marketplace - Formulate new venture ideas - Analyze your market and validate your customer base - Present a competitive analysis of a specific industry - Create a revenue model, forecast costs and demand, and assess potential profitability - Understand how financing, venture capital and valuation work - Utilize a business model canvas - Put together and present a business plan and pitch - Analyze ventures, both inside and outside of corporations",,
Management Consulting,OAM438,spring,3,OAM330 or OAM331,,EM,"Management Consulting is a very broad topic because it describes a burgeoning professional services industry, a much-coveted career path, and a specific way of solving business problems. This course reviews many of the foundational theories and how this is applied in the business environment. These project-based skills are valuable for any entering professional services.",,
Business Ethics,OAM439,fall,3,,,EM,"This course is designed to aid you in developing tools for resolving ethical dilemmas. It fundamentally is about the question ""what should I do?"" in various business contexts. You will learn about ethical principles and frameworks that provide guidance for moral decision-making and apply them to a variety of business settings.",,
Venture Capital and Minority Entrepreneurship,OAM450,spring,3,FIN320 or FIN_OX320; OAM331,,EM,"This course is designed to be an experiential walk into the world of early-stage venture capital funding. Built upon a foundation of academic content, the course will elevate students understanding of the impact of systemic racism, unconscious bias, and homophily on the history and current funding environment of Black, Latinx, and Native American entrepreneurs. The course is directly tied to the work of the Peachtree Minority Venture Fund (PMVF) which is housed in the Center for Entrepreneurship and Innovation (CEI) within the Goizueta Business School at Emory University. As such, the work and content of the course flows through the collaboration of the course professor(s), the student leaders of the PMVF, and the leadership of the CEI.",,
Future of Specialty Coffee,OAM464,fall/spring,3,,,EM,"This course allows students to explore the interplay between markets on the one hand, and culture and society on the other. We focus on a connected set of issues that define the past, present, and future of the global specialty coffee market. This should appeal to business students who want to examine the impacts that markets have, and might have, in a globally important industry. It should also appeal to non-business students who want to explore how perspectives on culture and society merge with current and potential market practices.",,
Applied Entrepreneurship,OAM471,fall/spring,3,,,EM,"The primary goal of this class is provide you with as close an experience as possible to actually starting and implementing your own business. This class is very ""hands on"" and active class participation is critical. We will focus on several essential business and entrepreneurial concepts including determining where risks and opportunities exist within the competitive landscape; creating tactics that are high impact and easy to implement; understanding how to increase your sales closing rates and grow your business quicker; leveraging your effectiveness of working with partners and minimize the risks associated with partnering; negotiating effectively with investors (or as an investor); determining if a business should be closed or if it is worth investing more time and money; and recognizing when is the best time to sell your business and establishing how much it is really worth.",,
Directed Study: Storytelling in Coffee,OAM497,fall/spring/summer,3,,,EM,"A Directed Study (DS) is conducted with permission and semi-autonomously, under the supervision of a Goizueta faculty member. The content should represent a line of intellectual inquiry that is aligned with, but falls outside, what is available in the context of the School's elective offerings. It replaces an academic course and may carry variable academic hours. The DS project should contain significant & commensurate content that carries the rigor, time commitment & standards of an elective in the area of study.",,
Directed Study: GA Renewable Energy Adoption,OAM497,fall/spring/summer,3,,,EM,"A Directed Study (DS) is conducted with permission and semi-autonomously, under the supervision of a Goizueta faculty member. The content should represent a line of intellectual inquiry that is aligned with, but falls outside, what is available in the context of the School's elective offerings. It replaces an academic course and may carry variable academic hours. The DS project should contain significant & commensurate content that carries the rigor, time commitment & standards of an elective in the area of study.",,
Special Topics: Building a Satisfying Life,OAM499R,,3,,,EM,This course explores topics of current interest in organization management.,,
Special Topics: People Analytics,OAM499R,,3,,,EM,This course explores topics of current interest in organization management.,,
Healthcare Strategy,OAM508A,,5,,,EM,"Regulatory uncertainty, confounded consumers, and the ever-changing balance of power among various stakeholders all demand that health care leaders be clear in their organization's strategy and simultaneously excel at leading organizational change.",,
Strategies for Entertainment and Media,OAM538,,3,,,EM,"The course examines the main economic features common to entertainment, cultural and media industries, and how those features pose strategic and organizational challenges for managers. The course focuses on thinking strategically about the nature of cultural and media products, what drives their supply and demand, the factors that affect their value and how firms can manage them.",,
Impact::Strategic Management,OAM539,,3,,,EM,,,
Principled Leadership,OAM561,fall/spring,3,,,EM,,,
Principled Leadership,OAM561B,spring,2,,,EM,"During OAM 561B the students will conduct research and discussion on different styles of leadership while engaging with veterans who have successfully made the transition from leading in the military to being organizational leaders in the business world. They will do extensive reading about business leaders to examine successes, failures, and do a deep dive into examining their own leadership style; incorporating self-assessment data and develop an individualized personal development plan to carry them through their transition and into the next phase of their careers. The fundamental purpose of the course is to assist each veteran student in determining the path on how to become the business leader they aspire to be as.",,
Special Topics: People Analytics,OAM599R,fall/spring,3,,,EM,Special topics in Organization Management.,,
Special Topics: Coaching Problem Solving Team,OAM599R,fall/spring,3,,,EM,Special topics in Organization Management.,,
Special Topics: Building a Satisfying Life,OAM599R,fall/spring,3,,,EM,Special topics in Organization Management.,,
Philanthropy Lab: Addressing Inequality in Atlanta,OAM621,fall,3,,,EM,"Atlanta had the highest level of income disparity among U.S. cities in 2018. This experiential learning course introduces students to the role of philanthropy, both individual and corporate, play in solving public problems, particularly income inequality in Atlanta. Topics covered include the history and theory of philanthropic giving in the U.S. as well as leading strategic and equitable philanthropic management approaches. During the course, students form their own ¿mini-foundations¿ that identify and make grants totaling $50-$85K to local nonprofits.",,
Negotiations,OAM632,,3,,,EM,"Offers students an opportunity to develop negotiation skills for a global business environment. Students learn to manage conflicts with competence, fairness, and sensitivity. The course relies heavily on simulations to promote learning by doing. It provides a low-risk setting with individual feedback to help students evolve an effective negotiating style that feels natural.",,
Negotiations,OAM632A,spring,1,,,EM,"Offers students an opportunity to develop negotiation skills for a global business environment. Students learn to manage conflicts with competence, fairness, and sensitivity. The course relies heavily on simulations to promote learning by doing. It provides a low-risk setting with individual feedback to help students evolve an effective negotiating style that feels natural.",,
Entrepreneurship,OAM636,,3,,,EM,"This course is designed to endow you with an entrepreneurial perspective, enhance your ability to use functional knowledge in an applied setting, and familiarize you with the skills and resources necessary for starting a new venture. By the end of the class you will be able to:  - Identify trends and opportunities in the marketplace - Formulate new venture ideas - Analyze your market and validate your customer base - Present a competitive analysis of a specific industry - Create a revenue model, forecast costs and demand, and assess potential profitability - Understand how financing, venture capital and valuation work - Utilize a business model canvas - Put together and present a business plan and pitch - Analyze ventures, both inside and outside of corporations""",,
Entrepreneurship,OAM636A,spring,1,,,EM,"This course is designed to endow you with an entrepreneurial perspective, enhance your ability to use functional knowledge in an applied setting, and familiarize you with the skills and resources necessary for starting a new venture. By the end of the class you will be able to: - Identify trends and opportunities in the marketplace - Formulate new venture ideas - Analyze your market and validate your customer base - Present a competitive analysis of a specific industry - Create a revenue model, forecast costs and demand, and assess potential profitability - Understand how financing, venture capital and valuation work - Utilize a business model canvas - Put together and present a business plan and pitch - Analyze ventures, both inside and outside of corporations",,
Innovation Strategy,OAM637,,3,,,EM,"In the last few decades, the business world has been engulfed in what Shumpeter aptly called the ""gales of creative destruction."" Rates of new product development - where innovation has historically resided - have accelerated and changed with the advent of new approaches like Open Innovation. And Open Innovation itself has been enabled by new technology platforms. But technology has played an even more disruptive role in undergirding the development of radical new business models that are reshaping entire industries, such as Uber in Automotive and AirBnB in hospitality. Incumbent companies are right to wonder what they can do to prevent their becoming ""Amazoned."" In this course, we will learn and apply a comprehensive framework that large corporations can use to effectively manage innovation. This framework can be critical to companies' resilience and continued success within a rapidly changing and often threatening market environment of profound technological and business model innovation.",,
Applied  Entrepreneurship,OAM661,,3,,,EM,"Class focuses on the following essential business and entrepreneurial concepts, and learn how to: - Determine if a business opportunity is worth pursuing; - Find the next big opportunity; - Understand how buyers really make decisions; - Design products the market """"really"""" wants, quicker, less expensively and with lower risk; - Generate significant market interest for your products and services on a small budget; - Create tactics that are high impact, and easy to implement; - Develop strategies that have a significantly greater likelihood for success; - Improve your management skills to increase your odds of achieving your business objectives; - Leverage the effectiveness of working with partners and minimize the risks associated with partnering; - Negotiate more effectively with an investor (or as an investor); - Deal with the reality of business when it deviates from your business plan (as it inevitably will); - Create a business environment second to none; - Buy a business without over paying; and - Recognize if and when to sell your business and how much it's really worth.",,
Corporate Strategy,OAM672,,3,,,EM,"This course focuses on building corporate advantage -- the problem of how multi-business firms can create value. Accordingly, we first explore sources of complementarities or synergy among businesses and how to manage them. We then examine how firms acquire new capabilities with a special emphasis on M&A, alliances, and internal development. Finally, we examine strategy analysis and formulation in uncertain and turbulent environments. This course may be useful for those who seek careers in consulting, general management, and investment banking where multi-business firms play an especially critical role.",,
Leadership Development,OAM691,,1,,,EM,"The Leadership Development course is intended to help you focus on the leadership demands that you will likely face as you move into managerial roles within corporations, mid-sized companies, professional services firms or large, public sector organizations. It is becoming increasingly clear that effective managers and executives demonstrate both business acumen and people acumen. This course concentrates on the latter - developing your skills as a leader and as a follower. The course is designed to enhance your understanding of self, best practices in leadership behaviors, and how to bring out the leadership potential in those around you.",,
Academic Study Abroad Course,OISP990A,fall/spring,2,,Requirement Designation to be Evaluated,EM,A placeholder course for students taking courses on an approved Emory study abroad program.,,
Academic Study Abroad Course,OISP991A,fall/spring,2,,Requirement Designation to be Evaluated,EM,A placeholder course for students taking courses on an approved Emory study abroad program.,,
Academic Study Abroad Course,OISP992A,fall/spring,2,,Requirement Designation to be Evaluated,EM,A placeholder course for students taking courses on an approved Emory study abroad program.,,
Academic Study Abroad Course,OISP993A,fall/spring,2,,Requirement Designation to be Evaluated,EM,A placeholder course for students taking courses on an approved Emory study abroad program.,,
Academic Study Abroad Course,OISP994A,fall/spring,2,,Requirement Designation to be Evaluated,EM,A placeholder course for students taking courses on an approved Emory study abroad program.,,
Academic Study Abroad Course,OISP995A,fall/spring,2,,Requirement Designation to be Evaluated,EM,A placeholder course for students taking courses on an approved Emory study abroad program.,,
Interpretation of the Old Testament,OT500,,3,,,EM,"An introduction to the content of the Old Testament in its socio-historical, literary, and theological contexts. Over the course of the semester, the students will survey the critical methods for interpreting the Old Testament within contemporary ecclesial and scholarly contexts.",,
Hebrew Bible and Political Theology,OT667,,3,,,EM,"With its walls razed to ground by Babylon's armies, Jerusalem joined a long line of ancient vanquished cities. Some recovered from the destruction, others did not. But none responded to political catastrophe by fashioning the kind of elaborate & enduring monument to their own downfall that we find in the Bible. Working through colorful biblical and ancient Near Eastern texts, and drawing on an array of comparative examples, we will study the thoroughgoing manner with which biblical authors responded to defeat by advancing a demotic agenda that places the community at the center.",,
Oral Pres/Scripture & Sermon,P613,spring,3,,,EM,Practice and study of factors that increase the interest of a sermon as it is preached. The class emphasizes word as sound and sensitivity of the preacher to the involvement of the body and feelings in sermon delivery.,,
Directed Study,P699,fall/spring/summer,2,,,EM,"Variable credit, maximum of three credit hours. Study planned with a professor on a topic not covered by courses regularly taught. The syllabus is developed by the professor and student.",,
Introduction to Epidemiology and Biostatistics,PAE7002,,2,,,EM,,,
Introduction to Patient Assessment,PAE7102,,5,,,EM,,,
Foundations of Community and Social Medicine (CSM),PAE7104,fall/spring,2,,,EM,,,
Learning Society I,PAE7107,spring,2,,,EM,"This course provides a weekly small group learning environment to process and apply medical topics through case-based learning. Each Learning Society has PA leaders who advise, support and guide students on their PA school journey.",,
Fundamentals of Dermatology,PAE7200,fall/spring,3,,,EM,,,
Fundamentals of Hematology/Oncology,PAE7201,spring,2,,,EM,,,
Fundamentals of Cardiology,PAE7203,fall/spring/summer,4,,,EM,,,
Fundamentals of Pulmonology/EENT,PAE7204,spring,4,,,EM,,,
Fundamentals of Psychiatry,PAE7301,,2,,,EM,,,
Psychiatry,PAE7400,fall/spring/summer,5,,,EM,,,
General Surgery,PAE7401,fall/spring,5,,,EM,,,
Emergency Medicine,PAE7402,fall/spring,5,,,EM,,,
Obstetrics/Gynecology,PAE7403,fall/spring/summer,5,,,EM,,,
Pediatrics,PAE7405,fall/spring/summer,5,,,EM,,,
Internal Medicine,PAE7406,fall/spring/summer,5,,,EM,,,
Family Medicine,PAE7407,fall/spring/summer,5,,,EM,,,
Elective I,PAE7500,fall/spring/summer,5,,,EM,,,
Elective II,PAE7501,fall/spring/summer,5,,,EM,,,
Elective III,PAE7502,fall/spring/summer,5,,,EM,,,
Senior Thesis I,PAE7801,,2,,,EM,"Thesis topic approval, references selection and approval of detailed outline.",,
Senior Thesis III,PAE7803,,2,,,EM,"Final thesis, oral presentation and poster presentation.",,
Core Courses,PAE8000,,5,,,EM,,,
Independent Study,PAE8100,,5,,,EM,,,
Essential Learning Skills,PAE8200,fall/spring/summer,5,,,EM,"Essential Learning Skills (ELS) is a clinical year remediation program for students that do not satisfactorily meet the Clinical Phase Guidelines of Performance. This 5-week curriculum is dedicated to improving medical knowledge of core family medicine topics, improving study strategies and enhancing testing skills. Students must attain an average of 80% on all exams and pass a family medicine End-of-Rotation exam to successfully reenter clinical rotations. In addition to ELS enrollment, the Student Progress Committee may consider additional sanctions including repetition of a core rotation or recommend an elective rotation. Students unable to successfully complete these requirements will be recommended for dismissal. Enrollment into this program will decelerate the student by up to 10-weeks. Deceleration automatically results in delayed graduation & additional financial burdens to the student and will affect financial aid processes.",,
Laboratory Rotations,PBEE597R,,9,,,EM,,,
Advanced Graduate Research,PBEE699R,,9,,,EM,Advanced Graduate Research,,
Advanced Graduate Seminar,PBEE790R,,9,,,EM,,,
Dissertation Research,PBEE799R,,9,,,EM,,,
Reading Lives:  Narrative and Identity Formation,PC660,,3,,,EM,"This course is designed to: (1) Introduce students to narrative psychology, narrative identity, and the role of ""redemptive narratives"" in adults' lives; (2) Apply narrative personality theory to the construction of identity in autobiography and memoir and identify the presence, absence, and form of redemptive themes; (3) Examine particular dimensions of narrative identity construction including gender, racial, sexual, and religious identity; (4) Examine the construction of one's own narrative and the presence or absence of redemptive themes through reading and writing spiritual memoir/autobiography; and (5) Consider the relationship between our own redemptive narratives and those within Christianity.",,
PPF/Cardio Conditioning,PE110,fall/spring,1,,Physical Education,EM,"Development of specific fitness components utilizing cardio exercise equipment (e.g., elliptical trainers, stationary bikes, rowing ergometers, tracks). Use of exercise equipment in all classes is dependent upon availability and instructor preference. Fulfills the PPF requirement.",,
PPF/Swimming,PE112,fall/spring,1,,Physical Education,EM,"Development of specific fitness components utilizing lap swimming techniques. Activities will include swimming, stretching, and exercising (dry land). Must be able to complete at least 375 yards in 12 minutes to enroll.  Fulfills the Principle of Physical Fitness (PPF) requirement.",,
PPF/Jogging,PE114,fall/spring,1,,Physical Education,EM,"Development of specific fitness components utilizing routine participation in jogging and/or running on WPEC indoor and outdoor tracks, local streets and Lullwater Park. Instruction in running biomechanics, pace, and building a progressive program are included. Fulfills the PPF requirement.",,
PPF/Indoor Cycling,PE116,fall/spring/summer,1,,Physical Education,EM,This course will incorporate indoor cycling (spinning) for both the novice and the experienced cyclist. Instruction provided in proper biomechanics and cycling techniques as well as safety. Interval training on the bike and body weight resistance exercises are utilized. Fulfills the PPF requirement.,,
PPF/Aerobic Resistance Training,PE130,fall/spring/summer,1,,Physical Education,EM,"The activity component of this class will combine resistance training (without the use of heavy weight lifting equipment) with aerobic exercise. Students will be exposed to various tools for strength training including stability balls, body bars, and hand weights. Fulfills the PPF requirement.",,
Cognitively Based Compassion,PE161,fall/spring,1,,Physical Education,EM,"CBCT is a system of meditative practices designed to expand and strengthen compassion for self and others. Practices include training in Attentional stability and increased emotional awareness, as well as targeted analytical reflections to better understand one¿s relationship with self and others.",,
Boxing,PE162,fall/spring,1,,Physical Education,EM,"The offensive and defensive skills of amateur boxing are taught. Course content includes stances, movement, basic punches, defenses, strategies, and tactics. The course exposes participants to the coping strategies necessary to deal with a physical threat. Moderate fitness is required at minimum.",,
Tai Chi Chuan,PE164,fall/spring,1,,Physical Education,EM,"This course teaches the history, philosophy, and physical performance of the ancient Chinese martial art of tai chi chuan. Topics covered include stress management through moving meditation, physical and mental balance, strength building, flexibility, and traditional Chinese medical theory.",,
Beginning Yoga,PE167,fall/spring/summer,1,,Physical Education,EM,"Yoga exercise and breathing are designed to focus and calm your mind while stretching and strengthening your body. The course progresses until the student learns to design their program to relax, increase energy or cope with stress and illnesses. The instructor adapts exercises to individual needs.",,
Beginning Tennis,PE173,fall/spring/summer,1,PE273 or PE173,Physical Education,EM,"This course is an introduction to the rules and skills necessary to play tennis. Emphasis in instruction is on the serve, return of serve, ground strokes and net play. Game management, scoring and competition (singles and doubles) as also covered.",,
Indoor Climbing/Crosstraining,PE184R,fall/spring,1,,Physical Education,EM,"This class is designed for students with little or no climbing experience and moderate fitness.  Students will learn to climb, belay, and rappel safely in the gym. The cross-training portion encompasses a variety of cardio, strength, and flexibility group exercise sessions.",,
"Integrating Mind, Body, Spirit",PE189,fall/spring,1,,Physical Education,EM,"Drawing on Western and Eastern movement philosophies, students will develop skills for stress-reduction and mind-body integration. Participants will be guided through a sequence of exercises that focus on core strength, extremity flexibility, physical endurance and mindful attention.",,
Social Dance,PE191,fall/spring,1,,Physical Education,EM,"A course for students interested in becoming familiar with the principles of ballroom and social dance, consisting of terminology and technique. This course will concentrate on the following dances: Foxtrot, Waltz, American Tango, East Coast Swing, Rumba, Cha-cha, Salsa and free-style Hip-Hop. b",,
Beginning Fencing,PE192,fall/spring,1,PE292 or PE192,Physical Education,EM,"This course introduces the student to the Olympic sport of foil fencing. Beginning level offensive and defensive techniques will be taught as well as the rules of competition. Emphasis will be placed on the proper execution of the basic skills and physical conditioning. """,,
Stress Management & Embodiment,PE194,fall/spring,1,,Physical Education,EM,"This course is designed to equip the student with both the physical skills and mental strategies necessary to achieve greater flexibility and deeper states of relaxation. Topics include time management, meditation, coping with academic and peer pressure, depression, anger, and phobias, among others.",,
Weights - All Levels,PE198,fall/spring,1,,Physical Education,EM,"Course is open to students with little or no experience as well as to students with experience in training with free weights and/or machines. Free weights, Cybex systems machines and free-standing equipment are used for the development of muscle strength, muscle fitness, and/or muscle endurance.",,
Beginning Golf,PE199,fall/spring,1,,Physical Education,EM,"This course is an introduction to golf fundamentals. All aspects of the rules and golf swing techniques are covered. Driving range, classroom and course time are part of this class.",,
Conditioning/Swimming,PE212,fall/spring,1,,Physical Education,EM,This course is specifically designed for students who wish to continue conditioning and exercise through swimming. This class is suited for moderate to strong swimmers. Rhythmic breathing (side breathing in freestyle) and back floating are requisite skills to enroll in this class.,,
Special Topics in PE,PE285,fall/spring/summer,1,,Physical Education,EM,Course based on selected topics of interest in fitness and exercise. Activity focus will vary. May be repeated (up to 2 credit hours) for credit when topic varies.,,
Special Topics In Outdoor Educ.,PE296,fall,1,,Physical Education,EM,"A variety of outdoor topics will be introduced, including wilderness therapy, ethics, first aid, shelter, and survival essentials. Class/group projects and day outings will also be included.",,
Adaptive Physical Education,PE399R,fall/spring,1,,Physical Education,EM,"This course is designed for students who are currently registered with the Office of Disability Services. Options for physical education credit may include: attending physical therapy as prescribed by the student's physician, modified physical activity, attending PPF lectures, and labs and quizzes.",,
PPF: Varsity Track,PE402R,spring,1,,Physical Education,EM,Must register by permission only from head coach.  Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Men's Tennis,PE405R,spring,1,,Physical Education,EM,Must register by permission only from head coach.  Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Women's Tennis,PE406R,spring,1,,Physical Education,EM,Must register by permission only from head coach. Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
Varsity Men's Golf,PE407R,spring,1,,Physical Education,EM,Must register by permission only from head coach.  Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Men's Basketball,PE408R,spring,1,,Physical Education,EM,Must register by permission only from head coach. Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Women's Basketball,PE409R,spring,1,,Physical Education,EM,Must register by permission only from head coach. Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Swimming/Diving,PE411R,spring,1,,Physical Education,EM,Must register by permission only from head coach.  Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Baseball,PE412R,spring,1,,Physical Education,EM,Must register by permission only from head coach.  Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
PPF: Varsity Softball,PE413R,spring,1,,Physical Education,EM,Must register by permission only from head coach.  Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
Varsity Women's Golf,PE414R,,1,,Physical Education,EM,Must register by permission only from head coach. Meets the Principles of Physical Fitness (PPF) requirement with exams on curricular content.,,
Elementary Persian II,PERS102,spring,5,,Intercultural Communication,EM,Prerequisites: Persian 101 or permission of instructor. Continuation of Persian 101.,,
Intermediate Persian II,PERS202,spring,4,,Intercultural Communication,EM,"Prerequisites: Persian 201 or permission of instructor. Continuation of Persian 201, with focus on reading and interpretations of a variety of literary and popular texts.",,
Advanced Persian II,PERS302W,spring,4,,Intercultural Communication wContComm,EM,Prerequisites: Persian 301 or permission of instructor. Continuation of Persian 301.,,
Directed Study,PERS497R,fall/spring,2,,,EM,Prerequsite: Persian 302WR or equivilent and approval of MESAS curriculum committee. Advanced students will read a selection of Persian poetry and prose texts to be determined in consultation with the instructor.,,
Supervised Reading in Persian,PERS797R,,3,,,EM,"For graduate students to study Persian texts, in consultation with faculty.",,
Basic Problems in Philosophy,PHIL100,fall/spring/summer,3,,Humanities and Arts,EM,"This course surveys basic problems in philosophy, such as questions concerning truth, knowledge, justice, beauty, and the good.",,
Introduction to Logic,PHIL110,fall/spring/summer,3,,Quantitative Reasoning,EM,"Study of correct reasoning, including the recognition, analysis, and criticism of arguments; relevant topics include informal fallacies, syllogistic reasoning, and systems of deduction.",,
Existentialism & European Philosophy,PHIL111,fall/spring,3,,Humanities and Arts,EM,"What is Existentialism? We will look at the history of existentialism and see how it challenged the traditional philosophical approaches to questions of human subjectivity and the nature of the good life. In particular, we will explore the works of Jean Paul Sartre and Albert Camus.",,
Introduction to Ethics,PHIL115,fall/spring/summer,3,,Humanities and Arts,EM,"Introductory examination of fundamental moral questions, such as the best way of life for a human being, the relationship between happiness and moral excellence, and the nature of ethical reasoning, as treated by major philosophers in the history of philosophy.",,
Intro to Feminist Philosophy,PHIL123,fall,3,,Humanities and Arts,EM,This course is an introduction to the central issues in feminist philosophy.,,
Intro Philosophy & Literature,PHIL130,spring,3,,Humanities and Arts,EM,"This course considers the nature of literature, its epistemic import, and its personal and social value.",,
Intro to Phil of Human Nature,PHIL134,fall/spring,3,,Humanities and Arts,EM,"What is distinctive about a human being? What did it mean to be a human in ancient times, as it differs from what it means in modernity? Who are we, and what are our possibilities? What can we become? The responses to these questions affect our ethics, our politics, and the meaning of our lives.",,
Special Topics: Plato and Aristotle,PHIL185,,3,,History Society Cultures,EM,"An opportunity to explore special topics and thinkers not offered in the standard curriculum, or to explore aspects of the standard curriculum in greater depth and detail than the ordinary curriculum courses allow.",,
Fresh Sem: Philosophy,PHIL190,fall/spring,3,,First Year Seminar,EM,Study and analysis of the thought of one major philosopher or the study of a special problem or set of related problems in philosophy.,,
Ancient Greek & Medieval Phil,PHIL200W,fall/spring,4,,Humanities and Arts with ContCommunication,EM,This course will introduce the principal figures and topics in ancient Greek and medieval philosophy.,,
Renaissance & Modern Philosophy,PHIL202W,fall/spring,4,,Humanities and Arts with ContCommunication,EM,This course will introduce the principal figures and topics in Renaissance and modern philosophy.,,
19th & 20th Century Philosophy,PHIL204W,fall/spring,4,,Humanities and Arts with ContCommunication,EM,This course will introduce the principal figures and topics in 19th and 20th century philosophy.,,
History of Political Philosophy,PHIL220W,fall/spring/summer,4,,Humanities and Arts with ContCommunication,EM,"Surveys key texts in political philosophy, including ancient, early modern, 19th and 20th century sources. Key issues include the nature of the just state and the rights and responsibilities of citizens.",,
Metaphysics and Epistemology,PHIL300,fall/spring/summer,3,,Humanities Arts Performance,EM,"An inquiry into fundamental questions in epistemology and metaphysics, with special attention to how problems in one area impacts problems in the other. The course will include texts from various historical periods, providing students with some sense of philosophical questions evolve over time.Philosophy course.",,
Philosophy of Law,PHIL321,fall/spring/summer,3,,Humanities Arts Performance,EM,Nature of law and justice; relation of law to ethics and custom; the limits of law; and problems of coercion and unjust law.,,
Topics in Philosophy of Music: Music and Emotions,PHIL366,fall,3,,Humanities Arts Performance,EM,"This course explores the nature of music and why it matters. Themes include: music and emotion; the politics of music; improvisation and freedom; musical communication; music and meaning. Various genres will be engaged such as ambient, blues, classical, EDM, jazz, rap, and world music.",,
Special Topics in Philosophy: Critical Black Thought,PHIL385,fall/spring,3,,HAP wRace  Ethnicity Req,EM,Selected topics and problems in philosophy. Content will vary in successive offerings of this course. May be repeated for credit when topic varies.,,
Special Topics in Philosophy: Medieval Jewish Thought,PHIL385,fall/spring,3,,Humanities Arts Performance,EM,Selected topics and problems in philosophy. Content will vary in successive offerings of this course. May be repeated for credit when topic varies.,,
Special Topics in Philosophy: Black Marxism,PHIL385,fall/spring,3,,History Society Cultures,EM,Selected topics and problems in philosophy. Content will vary in successive offerings of this course. May be repeated for credit when topic varies.,,
Special Topics in Philosophy: No Time to Think!,PHIL385,fall/spring,3,,Humanities Arts Performance,EM,Selected topics and problems in philosophy. Content will vary in successive offerings of this course. May be repeated for credit when topic varies.,,
"Special Topics in Philosophy: Work, Work, Work, Work, Work",PHIL385,fall/spring,3,,Humanities Arts Performance,EM,Selected topics and problems in philosophy. Content will vary in successive offerings of this course. May be repeated for credit when topic varies.,,
